mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_interactions,param_learning_rate,param_max_bins,param_max_rounds,param_min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
32.40656728744507,6.904340146730758,0.008623266220092773,0.0008971933931303666,5,0.01,128,5000,2,"{'interactions': 5, 'learning_rate': 0.01, 'max_bins': 128, 'max_rounds': 5000, 'min_samples_leaf': 2}",0.6343687666447433,0.6472480434484597,0.6378642204830653,0.6462134316242805,0.6441987625364831,0.6419786449474063,0.005009344015436974,9
30.952984523773193,6.848562704548993,0.008057498931884765,0.00044923429714903803,5,0.01,128,5000,5,"{'interactions': 5, 'learning_rate': 0.01, 'max_bins': 128, 'max_rounds': 5000, 'min_samples_leaf': 5}",0.6343687666447433,0.6472508159678634,0.6378642204830653,0.6462134316242805,0.6441952223527815,0.6419784914145468,0.005009613901247183,11
37.54421582221985,1.9032039851532896,0.009548568725585937,0.0024646697094480347,5,0.01,128,8000,2,"{'interactions': 5, 'learning_rate': 0.01, 'max_bins': 128, 'max_rounds': 8000, 'min_samples_leaf': 2}",0.6343687666447433,0.6472480434484597,0.6378642204830653,0.6462134316242805,0.6441987625364831,0.6419786449474063,0.005009344015436974,9
36.500562047958375,8.89727573570405,0.008846282958984375,0.0007930094976739714,5,0.01,128,8000,5,"{'interactions': 5, 'learning_rate': 0.01, 'max_bins': 128, 'max_rounds': 8000, 'min_samples_leaf': 5}",0.6343687666447433,0.6472508159678634,0.6378642204830653,0.6462134316242805,0.6441952223527815,0.6419784914145468,0.005009613901247183,11
44.93918571472168,15.894090769269365,0.008595800399780274,0.0006179360789910815,5,0.01,256,5000,2,"{'interactions': 5, 'learning_rate': 0.01, 'max_bins': 256, 'max_rounds': 5000, 'min_samples_leaf': 2}",0.6346005800726708,0.6477906871073227,0.6373252735167407,0.6464202153631462,0.642478618060047,0.6417230748239856,0.005089606693401724,17
49.99283852577209,10.938544362005482,0.009027671813964844,0.0008032076062758907,5,0.01,256,5000,5,"{'interactions': 5, 'learning_rate': 0.01, 'max_bins': 256, 'max_rounds': 5000, 'min_samples_leaf': 5}",0.6346005800726708,0.6477834477511017,0.6373252735167407,0.6464202153631462,0.6424812347175657,0.641722150284245,0.00508795910422291,19
45.49303483963013,15.734372440674582,0.00982680320739746,0.0024086443923300744,5,0.01,256,8000,2,"{'interactions': 5, 'learning_rate': 0.01, 'max_bins': 256, 'max_rounds': 8000, 'min_samples_leaf': 2}",0.6346005800726708,0.6477906871073227,0.6373252735167407,0.6464202153631462,0.642478618060047,0.6417230748239856,0.005089606693401724,17
47.80712394714355,19.280243678931562,0.008830881118774414,0.0007366862276611994,5,0.01,256,8000,5,"{'interactions': 5, 'learning_rate': 0.01, 'max_bins': 256, 'max_rounds': 8000, 'min_samples_leaf': 5}",0.6346005800726708,0.6477834477511017,0.6373252735167407,0.6464202153631462,0.6424812347175657,0.641722150284245,0.00508795910422291,19
14.24684672355652,1.6520531924377329,0.010137224197387695,0.0011139487715642526,5,0.05,128,5000,2,"{'interactions': 5, 'learning_rate': 0.05, 'max_bins': 128, 'max_rounds': 5000, 'min_samples_leaf': 2}",0.6329826609717064,0.6476767057540559,0.6375715656571102,0.6464620341974865,0.6433620478146447,0.6416110028790006,0.005552598521895723,23
19.861457681655885,5.139203422812535,0.009221649169921875,0.0009394042812129414,5,0.05,128,5000,5,"{'interactions': 5, 'learning_rate': 0.05, 'max_bins': 128, 'max_rounds': 5000, 'min_samples_leaf': 5}",0.6329826609717064,0.6476934948993345,0.6375715656571102,0.6464620341974865,0.6433620478146447,0.6416143607080563,0.005556269488797035,21
